complaint_id,customer_id,complaint_date,category,description,status,priority,agent
3224,5694,10-08-2024,Billing Issue,Sample complaint description,In Progress,Low,Larry
3225,1019,29-08-2024,Network Issue,Sample complaint description,Open,Medium,Valerie
3226,2468,27-12-2024,SIM Issue,Sample complaint description,Open,Low,Michael
3227,5970,10-02-2025,Billing Issue,Sample complaint description,In Progress,Low,David
3228,3265,09-11-2025,SIM Issue,Sample complaint description,Open,High,William
3229,2088,01-06-2025,SIM Issue,Sample complaint description,Open,Low,Julie
3230,2849,10-03-2024,Network Issue,Sample complaint description,Open,High,William
3231,3925,03-07-2025,Billing Issue,Sample complaint description,In Progress,Low,Ashley
3232,5430,16-05-2024,Network Issue,Sample complaint description,Closed,Medium,Ashley
3233,2087,06-09-2025,SIM Issue,Sample complaint description,In Progress,Medium,Clifford
3234,3218,30-01-2024,Billing Issue,Sample complaint description,In Progress,Low,Derrick
3235,2240,07-01-2025,Network Issue,Sample complaint description,Closed,High,Michael
3236,457,24-06-2024,Network Issue,Sample complaint description,In Progress,High,Debra
3237,1111,10-04-2025,Billing Issue,Sample complaint description,In Progress,Medium,Stephen
3238,4273,03-07-2025,Billing Issue,Sample complaint description,Open,Low,Gloria
3239,3044,10-02-2025,Other,Sample complaint description,Open,Low,Melissa
3240,1722,27-09-2024,Network Issue,Sample complaint description,In Progress,Medium,Hannah
3241,2067,22-07-2025,Network Issue,Sample complaint description,In Progress,High,Amy
3242,147,30-08-2024,Billing Issue,Sample complaint description,Open,Medium,Christopher
3243,2489,10-03-2025,SIM Issue,Sample complaint description,In Progress,High,Michelle
3244,1798,12-05-2025,SIM Issue,Sample complaint description,In Progress,High,Michael
3245,5071,04-03-2024,Other,Sample complaint description,In Progress,Medium,Jonathan
3246,1517,05-04-2025,Billing Issue,Sample complaint description,Open,Medium,Claire
3247,141,18-12-2023,SIM Issue,Sample complaint description,Closed,Low,Jamie
3248,3328,10-01-2024,Other,Sample complaint description,Open,Medium,Michelle
3249,212,07-06-2025,Billing Issue,Sample complaint description,Closed,High,Jerry
3250,3312,20-03-2025,Other,Sample complaint description,In Progress,Medium,Justin
3251,3343,22-12-2024,Other,Sample complaint description,In Progress,High,Wendy
3252,5372,14-01-2024,Other,Sample complaint description,Open,Medium,Joshua
3253,3101,07-10-2025,Other,Sample complaint description,Open,Low,Jacqueline
3254,3250,01-08-2024,SIM Issue,Sample complaint description,Open,High,Tammy
3255,43,02-08-2024,Other,Sample complaint description,In Progress,Medium,Benjamin
3256,2106,13-12-2024,Network Issue,Sample complaint description,Closed,High,Patrick
3257,3315,27-03-2025,Network Issue,Sample complaint description,Open,Low,Jennifer
3258,5791,17-06-2024,Billing Issue,Sample complaint description,Closed,Medium,Leslie
3259,3544,03-01-2025,Other,Sample complaint description,Open,Medium,Andrea
3260,3618,09-03-2024,Network Issue,Sample complaint description,Open,Low,Valerie
3261,790,02-08-2024,Network Issue,Sample complaint description,Closed,High,Jonathan
3262,783,12-12-2024,Network Issue,Sample complaint description,In Progress,Low,Jeffrey
3263,3409,02-05-2025,Other,Sample complaint description,Closed,Low,Larry
3264,2578,24-02-2024,Billing Issue,Sample complaint description,In Progress,Medium,Gary
3265,5530,21-01-2024,Other,Sample complaint description,In Progress,Low,Teresa
3266,3894,07-02-2025,SIM Issue,Sample complaint description,In Progress,Medium,Ashley
3267,4550,16-11-2024,Billing Issue,Sample complaint description,In Progress,High,Angela
3268,785,31-12-2024,Network Issue,Sample complaint description,Open,Low,Andrea
3269,5764,08-10-2025,Other,Sample complaint description,Open,Medium,Charles
3270,5321,03-05-2024,Other,Sample complaint description,In Progress,Medium,Richard
3271,1910,10-02-2025,SIM Issue,Sample complaint description,Closed,Low,Erik
3272,2393,22-09-2025,Network Issue,Sample complaint description,Closed,Medium,Eric
3273,4589,19-11-2025,Billing Issue,Sample complaint description,In Progress,Medium,Bradley
3274,608,30-11-2024,Network Issue,Sample complaint description,In Progress,High,Lisa
3275,615,21-10-2024,SIM Issue,Sample complaint description,Closed,High,Phillip
3276,3112,12-12-2024,Billing Issue,Sample complaint description,In Progress,High,Eric
3277,4134,30-06-2024,SIM Issue,Sample complaint description,In Progress,Medium,William
3278,1917,27-03-2025,Other,Sample complaint description,Closed,Low,Ashley
3279,2133,05-12-2024,Other,Sample complaint description,Closed,Low,John
3280,2890,16-07-2024,Network Issue,Sample complaint description,Open,Low,Mia
3281,821,25-02-2024,Other,Sample complaint description,In Progress,High,Jennifer
3282,2444,21-07-2024,Other,Sample complaint description,Closed,High,Vanessa
3283,2607,27-08-2024,Billing Issue,Sample complaint description,Open,High,Tina
3284,1163,28-05-2024,SIM Issue,Sample complaint description,In Progress,High,Andrew
3285,1203,09-03-2024,Network Issue,Sample complaint description,In Progress,High,Jamie
3286,3215,28-03-2024,Other,Sample complaint description,In Progress,Low,Kimberly
3287,2514,09-02-2025,SIM Issue,Sample complaint description,In Progress,Low,Zachary
3288,3242,20-11-2025,SIM Issue,Sample complaint description,In Progress,High,Colton
3289,644,08-05-2024,Network Issue,Sample complaint description,Open,Medium,Timothy
3290,5914,23-07-2025,Other,Sample complaint description,In Progress,Medium,Alexandria
3291,3376,18-12-2024,Other,Sample complaint description,In Progress,Medium,Dale
3292,1361,11-12-2023,SIM Issue,Sample complaint description,Closed,Low,Rachel
3293,5137,24-11-2025,SIM Issue,Sample complaint description,In Progress,Medium,Craig
3294,2558,27-05-2025,Billing Issue,Sample complaint description,In Progress,Medium,Taylor
3295,2369,10-07-2025,SIM Issue,Sample complaint description,Closed,Low,Michelle
3296,2906,03-09-2025,Billing Issue,Sample complaint description,Closed,High,Ronald
3297,2943,27-04-2025,Network Issue,Sample complaint description,In Progress,Low,Justin
3298,196,06-11-2024,Billing Issue,Sample complaint description,In Progress,High,Jeffrey
3299,5733,19-06-2024,Billing Issue,Sample complaint description,In Progress,High,Mary
3300,3302,31-12-2023,Billing Issue,Sample complaint description,In Progress,Medium,Kelsey
3301,2915,05-02-2024,Network Issue,Sample complaint description,In Progress,Low,James
3302,3447,09-04-2025,SIM Issue,Sample complaint description,Closed,Medium,David
3303,2140,18-04-2025,Billing Issue,Sample complaint description,Closed,Medium,Christopher
3304,5634,11-04-2025,Network Issue,Sample complaint description,Open,High,Charles
3305,2156,05-07-2024,Network Issue,Sample complaint description,In Progress,High,Jason
3306,4791,14-07-2025,SIM Issue,Sample complaint description,Closed,Low,Julie
3307,4170,24-06-2024,Other,Sample complaint description,Closed,Medium,Sharon
3308,3044,31-07-2024,Network Issue,Sample complaint description,Closed,High,Daniel
3309,61,05-07-2025,Network Issue,Sample complaint description,In Progress,Medium,Jacqueline
3310,5527,23-03-2025,SIM Issue,Sample complaint description,Closed,High,Diane
3311,1154,07-07-2024,SIM Issue,Sample complaint description,Closed,High,Molly
3312,917,02-10-2025,Billing Issue,Sample complaint description,In Progress,Medium,Mary
3313,1363,06-02-2025,Billing Issue,Sample complaint description,Open,Low,Stephanie
3314,4708,17-10-2025,SIM Issue,Sample complaint description,In Progress,Medium,Joshua
3315,3623,29-03-2024,SIM Issue,Sample complaint description,In Progress,High,Timothy
3316,889,08-10-2024,SIM Issue,Sample complaint description,Closed,Medium,Paul
3317,3935,27-11-2024,Network Issue,Sample complaint description,Open,Low,Christopher
3318,3999,28-09-2024,Billing Issue,Sample complaint description,Open,Medium,Jessica
3319,5702,21-08-2025,Other,Sample complaint description,Open,Low,Katherine
3320,5923,24-03-2025,Billing Issue,Sample complaint description,Closed,High,Derek
3321,229,19-03-2025,Network Issue,Sample complaint description,In Progress,Medium,Michael
3322,1900,02-06-2025,Other,Sample complaint description,Closed,Low,Ian
3323,5291,01-01-2024,Network Issue,Sample complaint description,In Progress,Medium,Crystal
3324,2800,11-08-2025,Other,Sample complaint description,Open,Low,Duane
3325,4450,13-03-2024,SIM Issue,Sample complaint description,Open,High,Paula
3326,4619,19-06-2025,SIM Issue,Sample complaint description,Closed,Low,Allison
3327,5968,11-05-2025,SIM Issue,Sample complaint description,Closed,Low,Michael
3328,5282,16-05-2025,Billing Issue,Sample complaint description,Open,High,Jared
3329,2447,10-09-2025,Network Issue,Sample complaint description,Open,Low,Amber
3330,17,09-07-2024,Other,Sample complaint description,Open,High,Larry
3331,206,06-10-2024,Other,Sample complaint description,Open,Low,Deanna
3332,5010,18-11-2024,Billing Issue,Sample complaint description,In Progress,High,Thomas
3333,378,09-02-2024,SIM Issue,Sample complaint description,Open,Medium,Tiffany
3334,5826,04-12-2024,Other,Sample complaint description,Open,Low,Bryce
3335,5641,03-10-2025,Billing Issue,Sample complaint description,Open,High,Ronald
3336,559,29-10-2024,Other,Sample complaint description,Open,Medium,John
3337,1783,16-10-2025,SIM Issue,Sample complaint description,In Progress,Medium,Harry
3338,4364,28-02-2024,Other,Sample complaint description,In Progress,Medium,Joshua
3339,4155,06-02-2024,Billing Issue,Sample complaint description,Closed,High,Bradley
3340,2177,06-01-2025,Network Issue,Sample complaint description,Open,Low,Xavier
3341,5795,22-10-2024,Network Issue,Sample complaint description,Open,High,Alexander
3342,3527,19-10-2024,SIM Issue,Sample complaint description,In Progress,Low,Samuel
3343,3896,20-09-2024,Network Issue,Sample complaint description,Open,Medium,Dillon
3344,2823,02-04-2025,SIM Issue,Sample complaint description,In Progress,Medium,Kristin
3345,3946,15-02-2025,Network Issue,Sample complaint description,Open,High,Lisa
3346,2929,09-12-2024,SIM Issue,Sample complaint description,In Progress,Low,Catherine
3347,182,28-06-2024,Other,Sample complaint description,Open,High,Jeffrey
3348,1432,17-08-2025,SIM Issue,Sample complaint description,Closed,Low,Lynn
3349,5965,15-08-2025,Billing Issue,Sample complaint description,Open,Low,Roger
3350,1177,18-08-2025,Billing Issue,Sample complaint description,Closed,High,William
3351,2126,19-05-2025,Network Issue,Sample complaint description,Open,High,Aaron
3352,306,21-02-2024,SIM Issue,Sample complaint description,Open,Low,Corey
3353,5910,14-06-2024,Network Issue,Sample complaint description,Closed,Low,Brooke
3354,5810,26-08-2024,Network Issue,Sample complaint description,Closed,Medium,Mark
3355,5213,21-04-2025,Other,Sample complaint description,Open,Low,Leonard
3356,5482,06-06-2024,Network Issue,Sample complaint description,Closed,Medium,Louis
3357,993,27-08-2024,SIM Issue,Sample complaint description,Closed,Low,Brian
3358,4285,10-08-2025,Network Issue,Sample complaint description,Open,Low,Lauren
3359,1448,24-04-2025,Network Issue,Sample complaint description,Open,Medium,Lisa
3360,1970,13-08-2024,SIM Issue,Sample complaint description,In Progress,High,Lisa
3361,738,17-10-2024,Other,Sample complaint description,Closed,High,Jared
3362,2524,17-01-2025,Network Issue,Sample complaint description,Open,High,Gordon
3363,1014,18-04-2025,Billing Issue,Sample complaint description,Open,High,Thomas
3364,2226,27-09-2024,SIM Issue,Sample complaint description,In Progress,Low,Eric
3365,637,14-03-2025,SIM Issue,Sample complaint description,In Progress,Low,Taylor
3366,2260,26-04-2025,Other,Sample complaint description,Open,High,Megan
3367,2182,03-08-2025,Other,Sample complaint description,Open,Low,Angela
3368,274,22-12-2023,Other,Sample complaint description,In Progress,High,Barbara
3369,4119,12-12-2024,Billing Issue,Sample complaint description,In Progress,Medium,Lance
3370,5963,01-03-2024,Network Issue,Sample complaint description,Closed,Low,Cindy
3371,2155,17-10-2025,SIM Issue,Sample complaint description,Closed,High,Jason
3372,5605,27-11-2025,SIM Issue,Sample complaint description,Open,Medium,Sara
3373,1691,05-02-2024,Network Issue,Sample complaint description,In Progress,Medium,Amanda
3374,5561,11-06-2024,Network Issue,Sample complaint description,Open,Medium,Abigail
3375,5717,15-02-2024,Billing Issue,Sample complaint description,Open,Low,Mary
3376,2426,17-05-2024,SIM Issue,Sample complaint description,In Progress,High,Chris
3377,3772,14-01-2024,Other,Sample complaint description,In Progress,Medium,Stephanie
3378,5985,16-10-2024,SIM Issue,Sample complaint description,In Progress,Medium,Ray
3379,3652,18-09-2024,Network Issue,Sample complaint description,In Progress,Medium,Eddie
3380,1854,08-12-2023,SIM Issue,Sample complaint description,In Progress,High,Kristin
3381,3567,30-10-2025,Other,Sample complaint description,Open,High,Gregory
3382,1837,24-08-2025,SIM Issue,Sample complaint description,Open,Low,Michael
3383,5910,21-01-2025,Network Issue,Sample complaint description,In Progress,Medium,Douglas
3384,5921,05-10-2024,Network Issue,Sample complaint description,In Progress,Low,Christina
3385,4363,11-12-2023,SIM Issue,Sample complaint description,Closed,Medium,Tracie
3386,4123,21-03-2024,SIM Issue,Sample complaint description,Open,Low,Christopher
3387,3961,01-05-2025,Other,Sample complaint description,Closed,Medium,Matthew
3388,5282,01-05-2025,Other,Sample complaint description,Open,Medium,Teresa
3389,4494,30-08-2025,Other,Sample complaint description,Open,Low,Mary
3390,3998,25-04-2025,Network Issue,Sample complaint description,Open,High,Justin
3391,4783,10-01-2025,Billing Issue,Sample complaint description,Closed,Medium,Lauren
3392,2141,21-04-2025,Network Issue,Sample complaint description,In Progress,High,Ashlee
3393,754,28-06-2025,SIM Issue,Sample complaint description,Closed,Low,Kayla
3394,2801,21-11-2024,SIM Issue,Sample complaint description,Closed,Low,Adrian
3395,3592,23-11-2024,SIM Issue,Sample complaint description,Closed,Low,Gina
3396,2797,24-04-2024,SIM Issue,Sample complaint description,Closed,Medium,Elizabeth
3397,2387,24-11-2024,Network Issue,Sample complaint description,Closed,High,Catherine
3398,5460,11-09-2024,Other,Sample complaint description,In Progress,Low,Jennifer
3399,5271,03-08-2024,SIM Issue,Sample complaint description,In Progress,Medium,Michele
3400,4838,23-02-2025,SIM Issue,Sample complaint description,Closed,Low,Lori
3401,5245,23-11-2025,Network Issue,Sample complaint description,Closed,Low,Tammy
3402,3050,04-01-2024,Network Issue,Sample complaint description,In Progress,Low,Richard
3403,4589,08-11-2025,Billing Issue,Sample complaint description,In Progress,High,Jerome
3404,2479,08-03-2025,Billing Issue,Sample complaint description,In Progress,Medium,Miranda
3405,1271,11-09-2025,Billing Issue,Sample complaint description,Closed,Medium,David
3406,2687,14-06-2025,SIM Issue,Sample complaint description,Open,Medium,John
3407,2003,07-05-2024,Network Issue,Sample complaint description,Closed,Medium,Arthur
3408,2414,29-02-2024,Other,Sample complaint description,Closed,High,Erica
3409,19,01-05-2025,Billing Issue,Sample complaint description,Closed,Low,Daniel
3410,4647,07-08-2025,Network Issue,Sample complaint description,Closed,Medium,Paul
3411,5623,19-07-2024,SIM Issue,Sample complaint description,Closed,Medium,Katrina
3412,1446,13-07-2025,Network Issue,Sample complaint description,In Progress,Low,Christina
3413,1023,15-04-2024,Other,Sample complaint description,In Progress,High,Marc
